,Carrier,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Distance,TaxiIn,TaxiOut,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
562,American,11,30,7,17.2166666667,16.25,21.6166666667,20.25,204.0,180.0,172.0,82.0,58.0,1197,13.0,19.0,0,0,0.0,0.0,51.0,0.0,31.0
563,American,5,31,6,14.4666666667,14.5833333333,19.3666666667,19.6666666667,174.0,185.0,151.0,-18.0,-7.0,1345,13.0,10.0,0,0,,,,,
564,Southwest,11,19,3,18.0666666667,18.0833333333,19.1,19.25,62.0,70.0,45.0,-9.0,-1.0,248,3.0,14.0,0,0,,,,,
565,Southwest,3,27,4,7.45,7.5,9.18333333333,9.25,104.0,105.0,92.0,-4.0,-3.0,564,5.0,7.0,0,0,,,,,
566,Southwest,9,13,6,19.5666666667,19.1666666667,20.7833333333,20.5833333333,73.0,85.0,55.0,12.0,24.0,238,6.0,12.0,0,0,,,,,
567,Southwest,1,23,3,8.41666666667,8.5,11.4,11.6666666667,119.0,130.0,109.0,-16.0,-5.0,793,3.0,7.0,0,0,,,,,
568,American,10,21,2,8.95,9.08333333333,9.98333333333,10.1666666667,62.0,65.0,44.0,-11.0,-8.0,247,3.0,15.0,0,0,,,,,
569,American,1,18,5,11.6166666667,11.5,14.6,14.75,119.0,135.0,100.0,-9.0,7.0,927,6.0,13.0,0,0,,,,,
570,American,9,17,3,6.95,6.91666666667,10.8333333333,10.8333333333,233.0,235.0,199.0,0.0,2.0,1597,6.0,28.0,0,0,,,,,
571,American,3,29,6,7.93333333333,7.91666666667,11.4166666667,11.5,149.0,155.0,132.0,-5.0,1.0,1119,4.0,13.0,0,0,,,,,
572,American,1,6,7,16.05,16.0,18.7833333333,18.75,104.0,105.0,73.0,2.0,3.0,569,13.0,18.0,0,0,,,,,
573,Southwest,5,11,7,11.4166666667,10.8333333333,14.0166666667,13.5833333333,96.0,105.0,79.0,26.0,35.0,616,6.0,11.0,0,0,4.0,0.0,0.0,0.0,22.0
574,Southwest,9,19,5,15.0166666667,15.0,16.4833333333,16.6666666667,88.0,100.0,72.0,-11.0,1.0,414,4.0,12.0,0,0,,,,,
575,Southwest,5,12,1,10.0333333333,9.91666666667,11.1,10.9166666667,64.0,60.0,51.0,11.0,7.0,293,2.0,11.0,0,0,,,,,
576,American,11,16,7,20.45,20.4166666667,23.6666666667,23.6666666667,133.0,135.0,117.0,0.0,2.0,927,7.0,9.0,0,0,,,,,
577,American,7,25,5,20.35,18.8333333333,1.66666666667,0.166666666667,199.0,200.0,179.0,90.0,91.0,1438,8.0,12.0,0,0,3.0,0.0,0.0,0.0,87.0
578,Southwest,10,15,3,8.83333333333,8.91666666667,11.0666666667,11.25,134.0,140.0,124.0,-11.0,-5.0,883,3.0,7.0,0,0,,,,,
579,American,10,31,5,13.8666666667,13.8333333333,18.4,18.5,152.0,160.0,130.0,-6.0,2.0,1055,10.0,12.0,0,0,,,,,
580,American,2,20,3,15.5833333333,15.5833333333,19.6833333333,20.0,186.0,205.0,173.0,-19.0,0.0,1389,4.0,9.0,0,0,,,,,
581,Southwest,12,19,5,19.1,18.3333333333,20.3166666667,19.75,73.0,85.0,63.0,34.0,46.0,417,3.0,7.0,0,0,2.0,0.0,0.0,0.0,32.0
582,American,8,21,4,9.4,9.16666666667,10.4333333333,10.2,62.0,62.0,37.0,14.0,14.0,193,7.0,18.0,0,0,,,,,
583,American,4,8,2,10.9166666667,10.8333333333,15.6666666667,15.8333333333,165.0,180.0,145.0,-10.0,5.0,1231,6.0,14.0,0,0,,,,,
584,American,9,11,4,15.1333333333,14.9166666667,16.05,15.8333333333,55.0,55.0,32.0,13.0,13.0,190,6.0,17.0,0,0,,,,,
585,Southwest,5,8,4,12.8666666667,12.8333333333,14.2166666667,14.0833333333,81.0,75.0,60.0,8.0,2.0,437,9.0,12.0,0,0,,,,,
586,American,10,26,7,6.0,6.0,9.3,9.33333333333,138.0,140.0,120.0,-2.0,0.0,964,6.0,12.0,0,0,,,,,
587,American,2,2,6,16.5833333333,15.5833333333,19.75,19.0,310.0,325.0,271.0,45.0,60.0,2072,28.0,11.0,0,0,31.0,0.0,0.0,0.0,14.0
588,Southwest,10,16,4,17.1166666667,17.0,18.8166666667,18.75,102.0,105.0,92.0,4.0,7.0,587,3.0,7.0,0,0,,,,,
589,Southwest,4,4,5,10.65,10.4166666667,13.0,12.8333333333,81.0,85.0,70.0,10.0,14.0,487,5.0,6.0,0,0,,,,,
590,American,7,1,2,13.9166666667,13.75,16.2666666667,16.3333333333,141.0,155.0,124.0,-4.0,10.0,978,7.0,10.0,0,0,,,,,
591,Southwest,1,2,3,15.9166666667,15.25,16.9,16.4166666667,59.0,70.0,50.0,29.0,40.0,333,3.0,6.0,0,0,5.0,0.0,0.0,0.0,24.0
592,American,10,15,3,12.7166666667,12.75,16.2,16.3333333333,149.0,155.0,127.0,-8.0,-2.0,1046,9.0,13.0,0,0,,,,,
593,American,6,5,4,12.8666666667,12.5833333333,13.3333333333,12.9166666667,148.0,140.0,132.0,25.0,17.0,868,3.0,13.0,0,0,17.0,0.0,8.0,0.0,0.0
594,Southwest,7,10,4,21.0166666667,21.0833333333,22.1166666667,22.25,66.0,70.0,50.0,-8.0,-4.0,220,3.0,13.0,0,0,,,,,
595,Southwest,7,26,6,13.7166666667,13.6666666667,15.05,15.0833333333,80.0,85.0,69.0,-2.0,3.0,377,3.0,8.0,0,0,,,,,
596,American,8,31,7,18.9333333333,18.9166666667,20.3666666667,20.3333333333,86.0,85.0,61.0,2.0,1.0,334,4.0,21.0,0,0,,,,,
597,American,11,16,7,12.75,12.75,13.8666666667,13.8333333333,67.0,65.0,44.0,2.0,0.0,247,13.0,10.0,0,0,,,,,
598,Southwest,3,21,5,17.45,17.4166666667,18.2333333333,18.3333333333,107.0,115.0,93.0,-6.0,2.0,590,6.0,8.0,0,0,,,,,
599,Southwest,8,24,7,8.98333333333,9.0,10.4666666667,10.5833333333,89.0,95.0,75.0,-7.0,-1.0,546,3.0,11.0,0,0,,,,,
600,American,2,11,1,18.75,18.8333333333,21.55,21.5,108.0,100.0,85.0,3.0,-5.0,674,6.0,17.0,0,0,,,,,
601,American,11,3,1,16.6833333333,16.75,18.2833333333,18.75,96.0,120.0,79.0,-28.0,-4.0,551,6.0,11.0,0,0,,,,,
602,American,6,2,1,5.95,6.0,8.71666666667,8.83333333333,106.0,110.0,88.0,-7.0,-3.0,641,6.0,12.0,0,0,,,,,
603,Southwest,4,21,1,6.46666666667,6.5,7.15,7.5,41.0,60.0,31.0,-21.0,-2.0,178,4.0,6.0,0,0,,,,,
604,Southwest,4,27,7,14.3333333333,14.1666666667,16.6166666667,16.6666666667,137.0,150.0,126.0,-3.0,10.0,925,3.0,8.0,0,0,,,,,
605,American,2,5,2,18.5666666667,17.5,22.55,21.1666666667,179.0,160.0,147.0,83.0,64.0,1192,19.0,13.0,0,0,0.0,36.0,19.0,0.0,28.0
606,Southwest,6,16,1,12.6333333333,12.6666666667,13.8333333333,13.9166666667,72.0,75.0,58.0,-5.0,-2.0,342,5.0,9.0,0,0,,,,,
607,American,10,28,2,0.916666666667,23.6666666667,9.28333333333,7.91666666667,322.0,315.0,298.0,82.0,75.0,2475,11.0,13.0,0,0,75.0,0.0,7.0,0.0,0.0
608,American,7,8,2,10.05,10.0833333333,14.65,14.5833333333,216.0,210.0,191.0,4.0,-2.0,1389,9.0,16.0,0,0,,,,,
609,American,4,11,5,,15.0833333333,,17.4166666667,,140.0,,,,802,,,1,0,,,,,
610,Southwest,4,5,6,14.5,14.5,16.6,16.6666666667,246.0,250.0,233.0,-4.0,0.0,1593,5.0,8.0,0,0,,,,,
611,Southwest,2,24,7,11.8333333333,11.8333333333,13.8333333333,14.0,120.0,130.0,106.0,-10.0,0.0,842,5.0,9.0,0,0,,,,,
612,American,4,24,4,5.93333333333,6.0,8.33333333333,8.33333333333,204.0,200.0,181.0,0.0,-4.0,1217,6.0,17.0,0,0,,,,,
613,American,1,31,4,5.95,6.0,10.7166666667,11.0,166.0,180.0,146.0,-17.0,-3.0,1235,9.0,11.0,0,0,,,,,
614,American,7,16,3,6.68333333333,6.75,10.5666666667,10.5833333333,173.0,170.0,157.0,-1.0,-4.0,1192,3.0,13.0,0,0,,,,,
615,Southwest,9,4,4,10.9833333333,10.8333333333,13.85,13.8333333333,112.0,120.0,96.0,1.0,9.0,737,5.0,11.0,0,0,,,,,
616,Southwest,8,23,6,19.0,19.0,19.1,19.3333333333,66.0,80.0,51.0,-14.0,0.0,368,7.0,8.0,0,0,,,,,
617,American,11,3,1,18.0,18.1666666667,19.7833333333,20.1666666667,107.0,120.0,81.0,-23.0,-10.0,583,18.0,8.0,0,0,,,,,
618,American,3,7,5,16.1333333333,16.0,17.15,17.25,61.0,75.0,43.0,-6.0,8.0,258,6.0,12.0,0,0,,,,,
619,Southwest,5,20,2,13.8333333333,13.8333333333,15.9333333333,15.9166666667,126.0,125.0,111.0,1.0,0.0,727,5.0,10.0,0,0,,,,,
620,Southwest,10,1,3,14.45,14.5,14.8666666667,15.0833333333,85.0,95.0,72.0,-13.0,-3.0,472,6.0,7.0,0,0,,,,,
621,American,8,6,3,12.9833333333,12.8333333333,16.2333333333,16.25,135.0,145.0,107.0,-1.0,9.0,888,17.0,11.0,0,0,,,,,
622,American,6,18,3,10.1333333333,10.1666666667,12.3166666667,12.25,191.0,185.0,162.0,4.0,-2.0,1192,11.0,18.0,0,0,,,,,
623,American,6,8,7,19.3333333333,19.3333333333,20.3666666667,20.6666666667,122.0,140.0,100.0,-18.0,0.0,732,7.0,15.0,0,0,,,,,
624,Southwest,5,5,1,18.2833333333,18.3333333333,19.2833333333,19.4166666667,60.0,65.0,49.0,-8.0,-3.0,342,5.0,6.0,0,0,,,,,
625,Southwest,1,3,4,10.0666666667,9.83333333333,15.9333333333,15.6666666667,232.0,230.0,210.0,16.0,14.0,1671,7.0,15.0,0,0,10.0,0.0,2.0,0.0,4.0
626,American,7,28,1,9.56666666667,9.41666666667,13.0833333333,12.5833333333,211.0,190.0,147.0,30.0,9.0,1097,4.0,60.0,0,0,9.0,0.0,21.0,0.0,0.0
627,American,8,14,4,19.65,17.8333333333,21.6,19.8333333333,237.0,240.0,218.0,106.0,109.0,1736,5.0,14.0,0,0,0.0,0.0,0.0,0.0,106.0
628,American,6,30,1,20.1166666667,19.9166666667,21.6833333333,21.25,154.0,140.0,116.0,26.0,12.0,764,7.0,31.0,0,0,12.0,0.0,14.0,0.0,0.0
629,American,1,27,7,19.9333333333,20.0,23.3833333333,23.0,147.0,120.0,127.0,23.0,-4.0,764,10.0,10.0,0,0,0.0,0.0,23.0,0.0,0.0
630,American,5,2,5,18.1666666667,16.6666666667,21.3333333333,19.0,190.0,140.0,101.0,140.0,90.0,802,9.0,80.0,0,0,0.0,0.0,90.0,0.0,50.0
631,American,2,21,4,18.7,17.3333333333,21.15,20.0,87.0,100.0,71.0,69.0,82.0,551,4.0,12.0,0,0,0.0,0.0,0.0,0.0,69.0
632,American,4,29,2,5.0,5.0,9.18333333333,9.16666666667,131.0,130.0,110.0,1.0,0.0,868,9.0,12.0,0,0,,,,,
633,American,4,13,7,20.6666666667,20.75,21.2833333333,21.25,157.0,150.0,130.0,2.0,-5.0,868,4.0,23.0,0,0,,,,,
634,Southwest,8,25,1,20.95,16.0,4.78333333333,23.9166666667,290.0,295.0,259.0,292.0,297.0,2298,6.0,25.0,0,0,0.0,82.0,0.0,0.0,210.0
635,American,7,7,1,16.0833333333,16.0,18.85,18.75,166.0,165.0,115.0,6.0,5.0,761,8.0,43.0,0,0,,,,,
636,Southwest,6,8,7,20.2333333333,19.8333333333,20.6666666667,20.1666666667,86.0,80.0,76.0,30.0,24.0,399,3.0,7.0,0,0,8.0,0.0,6.0,0.0,16.0
637,Southwest,12,18,4,21.1,19.4166666667,0.0166666666667,22.1666666667,115.0,105.0,93.0,111.0,101.0,647,10.0,12.0,0,0,6.0,0.0,10.0,0.0,95.0
638,Southwest,4,27,7,7.35,7.41666666667,8.9,8.83333333333,93.0,85.0,80.0,4.0,-4.0,471,4.0,9.0,0,0,,,,,
639,American,6,20,5,14.1333333333,14.1666666667,16.3,16.1666666667,250.0,240.0,227.0,8.0,-2.0,1660,6.0,17.0,0,0,,,,,
640,Southwest,10,3,5,7.45,7.5,8.33333333333,8.5,53.0,60.0,42.0,-10.0,-3.0,239,4.0,7.0,0,0,,,,,
641,Southwest,9,23,2,9.25,9.08333333333,10.3666666667,10.3333333333,67.0,75.0,56.0,2.0,10.0,390,2.0,9.0,0,0,,,,,
642,American,10,20,1,5.96666666667,6.0,8.06666666667,8.25,186.0,195.0,170.0,-11.0,-2.0,1217,6.0,10.0,0,0,,,,,
643,Southwest,11,26,3,12.5,11.75,14.1833333333,13.5,101.0,105.0,68.0,41.0,45.0,414,4.0,29.0,0,0,0.0,0.0,41.0,0.0,0.0
644,American,7,6,7,7.3,7.16666666667,8.65,8.16666666667,141.0,120.0,100.0,29.0,8.0,733,6.0,35.0,0,0,8.0,0.0,21.0,0.0,0.0
645,American,12,16,2,0.1,23.9166666667,7.8,8.16666666667,282.0,315.0,252.0,-22.0,11.0,2475,13.0,17.0,0,0,,,,,
646,Southwest,10,1,3,19.5,19.5,20.4,20.5,54.0,60.0,44.0,-6.0,0.0,239,2.0,8.0,0,0,,,,,
647,Southwest,3,30,7,16.8833333333,16.8333333333,19.2,19.3333333333,199.0,210.0,184.0,-8.0,3.0,1246,8.0,7.0,0,0,,,,,
648,American,11,29,6,14.75,14.75,17.45,17.3333333333,162.0,155.0,141.0,7.0,0.0,946,8.0,13.0,0,0,,,,,
649,Southwest,11,11,2,7.43333333333,7.5,10.2666666667,10.6666666667,110.0,130.0,96.0,-24.0,-4.0,833,5.0,9.0,0,0,,,,,
650,American,12,8,1,8.16666666667,8.08333333333,10.3833333333,10.4166666667,193.0,200.0,168.0,-2.0,5.0,1197,11.0,14.0,0,0,,,,,
651,Southwest,6,3,2,10.85,10.8333333333,12.15,12.1666666667,78.0,80.0,64.0,-1.0,1.0,417,3.0,11.0,0,0,,,,,
652,American,3,24,1,16.1833333333,15.5,18.6,18.3333333333,145.0,170.0,129.0,16.0,41.0,1013,4.0,12.0,0,0,4.0,0.0,0.0,0.0,12.0
653,Southwest,12,4,4,15.9166666667,15.8333333333,16.9,17.0,59.0,70.0,40.0,-6.0,5.0,226,6.0,13.0,0,0,,,,,
654,American,11,5,3,11.9833333333,12.0833333333,12.8833333333,13.0,54.0,55.0,33.0,-7.0,-6.0,175,4.0,17.0,0,0,,,,,
655,American,5,27,2,7.71666666667,7.75,8.63333333333,8.83333333333,55.0,65.0,44.0,-12.0,-2.0,247,2.0,9.0,0,0,,,,,
656,American,3,14,5,16.2833333333,15.9166666667,20.5666666667,20.5,137.0,155.0,112.0,4.0,22.0,1055,14.0,11.0,0,0,,,,,
657,American,7,11,5,9.4,9.41666666667,10.1166666667,10.0833333333,103.0,100.0,81.0,2.0,-1.0,569,10.0,12.0,0,0,,,,,
658,Southwest,4,27,7,19.1666666667,19.1666666667,20.1333333333,20.25,58.0,65.0,49.0,-7.0,0.0,325,2.0,7.0,0,0,,,,,
659,Southwest,6,18,3,11.0166666667,11.0,14.0833333333,14.3333333333,124.0,140.0,111.0,-15.0,1.0,889,5.0,8.0,0,0,,,,,
660,American,7,27,7,16.0333333333,15.8333333333,18.15,17.75,187.0,175.0,155.0,24.0,12.0,1005,4.0,28.0,0,0,0.0,0.0,23.0,0.0,1.0
661,Southwest,8,11,1,6.53333333333,6.5,7.38333333333,7.41666666667,51.0,55.0,38.0,-2.0,2.0,189,4.0,9.0,0,0,,,,,
662,American,9,22,1,18.1833333333,18.3333333333,20.7,21.0833333333,211.0,225.0,194.0,-23.0,-9.0,1471,4.0,13.0,0,0,,,,,
663,American,2,20,3,13.7166666667,13.5,15.9166666667,15.9166666667,132.0,145.0,108.0,0.0,13.0,802,10.0,14.0,0,0,,,,,
664,American,2,28,4,14.75,14.8333333333,20.4833333333,20.75,224.0,235.0,198.0,-16.0,-5.0,1721,12.0,14.0,0,0,,,,,
665,American,1,18,5,13.7666666667,13.75,14.95,15.0833333333,191.0,200.0,171.0,-8.0,1.0,1235,5.0,15.0,0,0,,,,,
666,American,3,28,5,10.9,10.5833333333,12.8666666667,12.3333333333,178.0,165.0,137.0,32.0,19.0,733,3.0,38.0,0,0,0.0,0.0,13.0,0.0,19.0
667,Southwest,3,3,1,8.6,8.66666666667,9.8,10.0,72.0,80.0,58.0,-12.0,-4.0,405,7.0,7.0,0,0,,,,,
668,Southwest,9,15,1,17.9333333333,17.4166666667,18.4166666667,18.1666666667,209.0,225.0,196.0,15.0,31.0,1489,5.0,8.0,0,0,4.0,0.0,0.0,0.0,11.0
669,Southwest,3,7,5,11.7,11.3333333333,15.5833333333,14.5833333333,173.0,135.0,153.0,60.0,22.0,880,9.0,11.0,0,0,4.0,0.0,38.0,0.0,18.0
670,Southwest,6,22,7,21.2333333333,20.9166666667,22.0666666667,21.9166666667,50.0,60.0,42.0,9.0,19.0,223,2.0,6.0,0,0,,,,,
671,American,4,19,6,10.3833333333,10.4166666667,12.8,12.75,265.0,260.0,238.0,3.0,-2.0,1739,7.0,20.0,0,0,,,,,
672,Southwest,8,28,4,6.95,6.83333333333,9.63333333333,9.5,101.0,100.0,91.0,8.0,7.0,590,3.0,7.0,0,0,,,,,
673,American,11,10,1,,20.25,,21.3333333333,,65.0,,,,281,,,1,0,,,,,
674,Southwest,5,20,2,15.55,15.5833333333,16.55,16.5833333333,60.0,60.0,48.0,-2.0,-2.0,296,3.0,9.0,0,0,,,,,
675,American,10,7,2,11.65,11.5,17.1,17.0833333333,267.0,275.0,245.0,1.0,9.0,2165,4.0,18.0,0,0,,,,,
676,Southwest,6,1,7,13.8666666667,13.6666666667,14.6666666667,14.6666666667,48.0,60.0,40.0,0.0,12.0,248,2.0,6.0,0,0,,,,,
677,American,12,29,1,12.5166666667,11.9166666667,17.7166666667,17.0,192.0,185.0,159.0,43.0,36.0,1235,18.0,15.0,0,0,36.0,0.0,7.0,0.0,0.0
678,Southwest,9,15,1,18.3166666667,18.3333333333,19.6,19.75,77.0,85.0,59.0,-9.0,-1.0,391,7.0,11.0,0,0,,,,,
679,Southwest,4,2,3,18.1333333333,18.1666666667,19.2,19.0833333333,64.0,55.0,48.0,7.0,-2.0,197,4.0,12.0,0,0,,,,,
680,American,3,21,5,12.7833333333,12.8333333333,15.45,15.5,100.0,100.0,83.0,-3.0,-3.0,674,8.0,9.0,0,0,,,,,
681,American,11,8,6,8.55,8.58333333333,9.76666666667,9.58333333333,73.0,60.0,40.0,11.0,-2.0,193,12.0,21.0,0,0,,,,,
682,Southwest,4,13,7,19.6166666667,19.5833333333,21.05,21.5,206.0,235.0,192.0,-27.0,2.0,1521,5.0,9.0,0,0,,,,,
683,American,1,26,6,0.666666666667,0.666666666667,4.83333333333,5.0,130.0,140.0,117.0,-10.0,0.0,1055,4.0,9.0,0,0,,,,,
684,American,11,9,7,14.7166666667,14.75,15.8666666667,16.0,189.0,195.0,172.0,-8.0,-2.0,1205,7.0,10.0,0,0,,,,,
685,Southwest,9,3,3,19.8333333333,19.8333333333,22.9833333333,23.0833333333,129.0,135.0,113.0,-6.0,0.0,889,4.0,12.0,0,0,,,,,
686,Southwest,7,11,5,6.25,6.25,7.18333333333,7.33333333333,56.0,65.0,43.0,-9.0,0.0,197,3.0,10.0,0,0,,,,,
687,Southwest,9,4,4,14.0166666667,14.0,15.1,15.25,65.0,75.0,54.0,-9.0,1.0,361,4.0,7.0,0,0,,,,,
688,Southwest,12,30,2,6.48333333333,6.5,8.91666666667,9.08333333333,86.0,95.0,75.0,-10.0,-1.0,562,5.0,6.0,0,0,,,,,
689,Southwest,1,10,4,18.5,18.4166666667,19.8,19.5,78.0,65.0,44.0,18.0,5.0,236,6.0,28.0,0,0,0.0,0.0,18.0,0.0,0.0
690,American,9,20,6,15.6666666667,15.6666666667,18.6,18.4166666667,176.0,165.0,148.0,11.0,0.0,1107,17.0,11.0,0,0,,,,,
691,Southwest,5,29,4,14.6166666667,14.6666666667,15.5333333333,15.5833333333,55.0,55.0,40.0,-3.0,-3.0,189,6.0,9.0,0,0,,,,,
692,American,5,27,2,13.4166666667,13.5,15.9333333333,16.0833333333,331.0,335.0,312.0,-9.0,-5.0,2342,4.0,15.0,0,0,,,,,
693,Southwest,4,10,4,6.88333333333,6.91666666667,8.51666666667,8.41666666667,98.0,90.0,82.0,6.0,-2.0,447,5.0,11.0,0,0,,,,,
694,Southwest,1,28,1,10.5833333333,10.1666666667,11.5166666667,10.9166666667,56.0,45.0,38.0,36.0,25.0,192,5.0,13.0,0,0,3.0,0.0,11.0,0.0,22.0
695,American,2,21,4,11.5166666667,11.5,15.1,14.6666666667,215.0,190.0,170.0,26.0,1.0,1090,11.0,34.0,0,0,0.0,0.0,26.0,0.0,0.0
696,American,2,29,5,6.86666666667,6.0,10.2666666667,9.41666666667,264.0,265.0,240.0,51.0,52.0,1562,9.0,15.0,0,0,51.0,0.0,0.0,0.0,0.0
697,American,3,28,5,12.45,12.5,13.65,14.0,132.0,150.0,111.0,-21.0,-3.0,732,6.0,15.0,0,0,,,,,
698,American,4,24,4,16.6166666667,16.5833333333,19.1,19.0833333333,149.0,150.0,125.0,1.0,2.0,1045,7.0,17.0,0,0,,,,,
699,Southwest,3,9,7,21.5833333333,21.5833333333,22.8666666667,22.8333333333,77.0,75.0,66.0,2.0,0.0,395,5.0,6.0,0,0,,,,,
700,Southwest,2,21,4,11.1666666667,11.0,12.5,12.4166666667,80.0,85.0,66.0,5.0,10.0,480,4.0,10.0,0,0,,,,,
701,American,1,6,7,10.8,10.9166666667,12.3833333333,12.9166666667,155.0,180.0,142.0,-32.0,-7.0,1017,5.0,8.0,0,0,,,,,
702,Southwest,8,22,5,10.3166666667,10.4166666667,10.6,11.0833333333,197.0,220.0,185.0,-29.0,-6.0,1489,6.0,6.0,0,0,,,,,
703,Southwest,6,30,1,6.96666666667,7.0,8.18333333333,8.33333333333,133.0,140.0,119.0,-9.0,-2.0,777,5.0,9.0,0,0,,,,,
704,American,12,28,7,13.5333333333,13.5,14.55,14.5833333333,61.0,65.0,45.0,-2.0,2.0,193,5.0,11.0,0,0,,,,,
705,Southwest,4,14,1,15.4666666667,15.5833333333,17.4,18.0,236.0,265.0,222.0,-36.0,-7.0,1751,6.0,8.0,0,0,,,,,
706,Southwest,1,2,3,7.08333333333,7.08333333333,8.06666666667,8.16666666667,59.0,65.0,49.0,-6.0,0.0,296,2.0,8.0,0,0,,,,,
707,American,1,25,5,7.4,7.5,11.05,11.0833333333,399.0,395.0,384.0,-2.0,-6.0,2704,4.0,11.0,0,0,,,,,
708,American,2,13,3,15.5,15.5833333333,20.35,20.4166666667,171.0,170.0,152.0,-4.0,-5.0,1189,12.0,7.0,0,0,,,,,
709,Southwest,2,13,3,19.4333333333,18.3333333333,21.8166666667,21.1666666667,323.0,350.0,309.0,39.0,66.0,2295,3.0,11.0,0,0,32.0,0.0,0.0,0.0,7.0
710,Southwest,7,19,6,20.2666666667,20.4166666667,21.5666666667,21.75,78.0,80.0,63.0,-11.0,-9.0,405,4.0,11.0,0,0,,,,,
711,American,1,1,2,14.1,13.8333333333,16.8333333333,16.5833333333,104.0,105.0,83.0,15.0,16.0,612,4.0,17.0,0,0,0.0,15.0,0.0,0.0,0.0
712,Southwest,2,25,1,10.1,10.0,11.4,11.4166666667,78.0,85.0,65.0,-1.0,6.0,404,5.0,8.0,0,0,,,,,
713,American,4,16,3,14.05,13.75,15.1333333333,14.9166666667,185.0,190.0,167.0,13.0,18.0,1205,7.0,11.0,0,0,,,,,
714,Southwest,2,26,2,18.6,18.1666666667,21.0333333333,20.5,86.0,80.0,62.0,32.0,26.0,443,6.0,18.0,0,0,26.0,0.0,6.0,0.0,0.0
715,Southwest,6,2,1,11.6166666667,11.75,13.65,13.75,122.0,120.0,99.0,-6.0,-8.0,680,5.0,18.0,0,0,,,,,
716,Southwest,9,6,6,11.2666666667,10.9166666667,12.95,12.6666666667,101.0,105.0,85.0,17.0,21.0,564,8.0,8.0,0,0,3.0,0.0,0.0,0.0,14.0
717,Southwest,3,20,4,14.7333333333,14.5833333333,15.75,15.6666666667,61.0,65.0,48.0,5.0,9.0,236,5.0,8.0,0,0,,,,,
718,American,11,4,2,10.5833333333,8.16666666667,14.0166666667,12.0,386.0,410.0,364.0,121.0,145.0,2704,5.0,17.0,0,0,38.0,0.0,0.0,0.0,83.0
719,American,1,30,3,13.6,13.0833333333,15.0833333333,14.75,89.0,100.0,71.0,20.0,31.0,603,8.0,10.0,0,0,20.0,0.0,0.0,0.0,0.0
720,Southwest,3,15,6,6.9,6.91666666667,8.38333333333,8.41666666667,89.0,90.0,70.0,-2.0,-1.0,446,6.0,13.0,0,0,,,,,
721,Southwest,9,13,6,13.1,13.1666666667,18.4666666667,18.8333333333,202.0,220.0,194.0,-22.0,-4.0,1670,2.0,6.0,0,0,,,,,
722,Southwest,10,26,7,16.2666666667,16.3333333333,17.6666666667,17.75,84.0,85.0,72.0,-5.0,-4.0,488,3.0,9.0,0,0,,,,,
723,Southwest,5,24,6,19.15,19.1666666667,19.9833333333,19.8333333333,170.0,160.0,158.0,9.0,-1.0,1037,5.0,7.0,0,0,,,,,
724,American,8,20,3,19.0833333333,17.1666666667,20.6333333333,18.75,93.0,95.0,72.0,113.0,115.0,460,12.0,9.0,0,0,7.0,0.0,0.0,0.0,106.0
725,Southwest,6,16,1,9.96666666667,9.91666666667,10.5333333333,10.6666666667,94.0,105.0,84.0,-8.0,3.0,520,4.0,6.0,0,0,,,,,
726,Southwest,12,4,4,9.56666666667,9.58333333333,9.71666666667,9.75,69.0,70.0,58.0,-2.0,-1.0,323,2.0,9.0,0,0,,,,,
727,American,12,15,1,7.81666666667,7.5,12.55,12.5833333333,164.0,185.0,142.0,-2.0,19.0,1235,5.0,17.0,0,0,,,,,
728,American,1,21,1,15.45,15.5,18.6833333333,18.6666666667,134.0,130.0,106.0,1.0,-3.0,813,18.0,10.0,0,0,,,,,
729,American,7,23,3,12.0333333333,11.8333333333,15.35,14.9166666667,199.0,185.0,161.0,26.0,12.0,1097,8.0,30.0,0,0,0.0,0.0,18.0,0.0,8.0
730,Southwest,4,27,7,11.3833333333,11.3333333333,12.65,12.5833333333,76.0,75.0,61.0,4.0,3.0,361,3.0,12.0,0,0,,,,,
731,American,8,20,3,11.7833333333,11.75,13.0666666667,12.8333333333,77.0,65.0,40.0,14.0,2.0,247,3.0,34.0,0,0,,,,,
732,Southwest,9,23,2,19.1166666667,19.1666666667,20.4833333333,20.5833333333,82.0,85.0,70.0,-6.0,-3.0,447,3.0,9.0,0,0,,,,,
733,Southwest,11,17,1,16.8833333333,16.8333333333,19.4666666667,19.5,95.0,100.0,75.0,-2.0,3.0,577,5.0,15.0,0,0,,,,,
734,Southwest,10,29,3,6.56666666667,6.66666666667,7.55,7.58333333333,59.0,55.0,34.0,-2.0,-6.0,197,4.0,21.0,0,0,,,,,
735,American,4,27,7,8.88333333333,7.33333333333,10.8,9.25,115.0,115.0,99.0,93.0,93.0,631,6.0,10.0,0,0,93.0,0.0,0.0,0.0,0.0
736,Southwest,9,9,2,17.9166666667,17.9166666667,19.3166666667,19.3333333333,84.0,85.0,65.0,-1.0,0.0,371,8.0,11.0,0,0,,,,,
737,American,7,14,1,17.2666666667,17.3333333333,20.05,20.0833333333,107.0,105.0,77.0,-2.0,-4.0,569,18.0,12.0,0,0,,,,,
